job_id,job_title,job_url,company_name,location_raw,city,posted_date_raw,job_type,work_mode,experience_level,category_tags,source_category,scraped_at
de002,Data Engineer,https://wuzzuf.net/jobs/p/de002-mock-egypt,MaxAB,"Cairo, Egypt",Cairo,2 days ago,Full Time,On-site,Experienced,"Python,Apache Spark,Airflow,BigQuery,GCP,Docker,SQL",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
de003,Analytics Engineer,https://wuzzuf.net/jobs/p/de003-mock-egypt,Swvl,"Cairo, Egypt",Cairo,2 days ago,Full Time,Hybrid,Experienced,"Python,dbt,Snowflake,SQL,Airflow,Git",Analyst-Research,2026-04-15T23:25:57.487277+00:00
de004,Senior Data Pipeline Engineer,https://wuzzuf.net/jobs/p/de004-mock-egypt,Noon,"Cairo, Egypt",Cairo,2 days ago,Full Time,Remote,Senior Management,"Python,Kafka,Apache Spark,AWS,Redshift,Docker,Airflow,Git",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
de005,Junior Data Engineer,https://wuzzuf.net/jobs/p/de005-mock-egypt,El Sewedy Electric,"Cairo, Egypt",Cairo,2 days ago,Full Time,On-site,Entry Level,"Python,SQL,PostgreSQL,Git,Airflow",Analyst-Research,2026-04-15T23:25:57.487277+00:00
de006,Big Data Engineer,https://wuzzuf.net/jobs/p/de006-mock-egypt,Telecom Egypt,"Cairo, Egypt",Cairo,2 days ago,Full Time,On-site,Experienced,"Python,Hadoop,Apache Spark,Kafka,Hive,AWS,Docker",Engineering-Telecom-Technology,2026-04-15T23:25:57.487277+00:00
ml001,Senior Machine Learning Engineer,https://wuzzuf.net/jobs/p/ml001-mock-egypt,Careem,"Cairo, Egypt",Cairo,2 days ago,Full Time,Hybrid,Senior Management,"Python,TensorFlow,PyTorch,scikit-learn,Docker,AWS,MLOps,Pandas",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
ml002,Data Scientist,https://wuzzuf.net/jobs/p/ml002-mock-egypt,Vodafone Egypt,"Cairo, Egypt",Cairo,2 days ago,Full Time,On-site,Experienced,"Python,scikit-learn,Pandas,NumPy,SQL,Machine Learning,Tableau",Analyst-Research,2026-04-15T23:25:57.487277+00:00
ml003,AI Engineer NLP,https://wuzzuf.net/jobs/p/ml003-mock-egypt,Instabug,"Cairo, Egypt",Cairo,2 days ago,Full Time,Remote,Experienced,"Python,PyTorch,NLP,Hugging Face,Large Language Models,Docker",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
ml004,Computer Vision Engineer,https://wuzzuf.net/jobs/p/ml004-mock-egypt,Si-Vision,"Cairo, Egypt",Cairo,2 days ago,Full Time,On-site,Experienced,"Python,TensorFlow,Computer Vision,OpenCV,Docker,NumPy",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
ml005,Junior Data Scientist,https://wuzzuf.net/jobs/p/ml005-mock-egypt,Jumia,"Cairo, Egypt",Cairo,2 days ago,Full Time,Hybrid,Entry Level,"Python,scikit-learn,Pandas,SQL,Machine Learning,Git",Analyst-Research,2026-04-15T23:25:57.487277+00:00
ml006,Senior Data Analyst,https://wuzzuf.net/jobs/p/ml006-mock-egypt,Banque Misr,"Cairo, Egypt",Cairo,2 days ago,Full Time,On-site,Senior Management,"Python,SQL,Power BI,Tableau,Pandas,Excel,Statistical Analysis",Analyst-Research,2026-04-15T23:25:57.487277+00:00
dv001,Senior DevOps Engineer,https://wuzzuf.net/jobs/p/dv001-mock-egypt,Paymob,"Cairo, Egypt",Cairo,2 days ago,Full Time,Hybrid,Senior Management,"Docker,Kubernetes,AWS,Terraform,Jenkins,CI/CD,Linux,Git",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
dv002,DevOps Engineer,https://wuzzuf.net/jobs/p/dv002-mock-egypt,Breadfast,"Cairo, Egypt",Cairo,2 days ago,Full Time,On-site,Experienced,"Docker,Kubernetes,GCP,Terraform,GitHub Actions,CI/CD,Linux",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
dv003,Cloud Infrastructure Engineer,https://wuzzuf.net/jobs/p/dv003-mock-egypt,Vodafone Egypt,"Cairo, Egypt",Cairo,2 days ago,Full Time,Hybrid,Senior Management,"AWS,Azure,Docker,Kubernetes,Terraform,Ansible,CI/CD,Linux",Engineering-Telecom-Technology,2026-04-15T23:25:57.487277+00:00
dv004,DevOps / SRE Engineer,https://wuzzuf.net/jobs/p/dv004-mock-egypt,Instabug,"Cairo, Egypt",Cairo,2 days ago,Full Time,Remote,Senior Management,"Kubernetes,Docker,AWS,Prometheus,Grafana,CI/CD,Linux,Python",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
dv005,Junior DevOps Engineer,https://wuzzuf.net/jobs/p/dv005-mock-egypt,Robusta,"Cairo, Egypt",Cairo,2 days ago,Full Time,On-site,Entry Level,"Docker,Linux,Git,CI/CD,Jenkins,AWS",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
dv006,Platform Engineer Kubernetes,https://wuzzuf.net/jobs/p/dv006-mock-egypt,Maxab,"Cairo, Egypt",Cairo,2 days ago,Full Time,Hybrid,Experienced,"Kubernetes,Docker,Terraform,AWS,Helm,ArgoCD,CI/CD,Python",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
fs001,Full Stack Developer React Node.js,https://wuzzuf.net/jobs/p/fs001-mock-egypt,Dsquares,"Cairo, Egypt",Cairo,2 days ago,Full Time,On-site,Experienced,"React,Node.js,JavaScript,TypeScript,PostgreSQL,Docker,REST API,Git",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
fs002,Senior Full Stack Engineer,https://wuzzuf.net/jobs/p/fs002-mock-egypt,Vezeeta,"Cairo, Egypt",Cairo,2 days ago,Full Time,Hybrid,Senior Management,"React,Node.js,Python,PostgreSQL,Docker,AWS,REST API,Microservices",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
fs003,Full Stack Django React Developer,https://wuzzuf.net/jobs/p/fs003-mock-egypt,Halan,"Alexandria, Egypt",Alexandria,2 days ago,Full Time,On-site,Experienced,"Python,Django,React,JavaScript,PostgreSQL,REST API,Docker,Git",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
fs004,Junior Full Stack Developer,https://wuzzuf.net/jobs/p/fs004-mock-egypt,Flat6Labs,"Cairo, Egypt",Cairo,2 days ago,Full Time,On-site,Entry Level,"JavaScript,React,Node.js,MongoDB,REST API,Git",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
fs005,Full Stack Laravel Vue Developer,https://wuzzuf.net/jobs/p/fs005-mock-egypt,Noon,"Cairo, Egypt",Cairo,2 days ago,Full Time,On-site,Experienced,"PHP,Laravel,Vue.js,MySQL,REST API,Docker,Git",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
mb001,Senior Flutter Developer,https://wuzzuf.net/jobs/p/mb001-mock-egypt,Paymob,"Cairo, Egypt",Cairo,2 days ago,Full Time,Hybrid,Senior Management,"Flutter,Dart,Firebase,REST API,Git,CI/CD",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
mb002,Flutter Mobile Developer,https://wuzzuf.net/jobs/p/mb002-mock-egypt,Breadfast,"Cairo, Egypt",Cairo,2 days ago,Full Time,On-site,Experienced,"Flutter,Dart,Firebase,REST API,Git",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
mb003,React Native Developer,https://wuzzuf.net/jobs/p/mb003-mock-egypt,Swvl,"Cairo, Egypt",Cairo,2 days ago,Full Time,Hybrid,Experienced,"React Native,JavaScript,TypeScript,Firebase,REST API,Git",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
mb004,Android Developer Kotlin,https://wuzzuf.net/jobs/p/mb004-mock-egypt,Jumia,"Cairo, Egypt",Cairo,2 days ago,Full Time,On-site,Experienced,"Android Development,Kotlin,Firebase,REST API,Git,Jetpack Compose",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
qa001,QA Automation Engineer,https://wuzzuf.net/jobs/p/qa001-mock-egypt,Instabug,"Cairo, Egypt",Cairo,2 days ago,Full Time,Remote,Experienced,"Selenium,Python,Pytest,Jenkins,CI/CD,Jira,Agile",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
qa002,Senior QA Automation Engineer,https://wuzzuf.net/jobs/p/qa002-mock-egypt,Paymob,"Cairo, Egypt",Cairo,2 days ago,Full Time,Hybrid,Senior Management,"Selenium,Java,JUnit,Jenkins,CI/CD,Jira,Agile,Postman",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
qa003,Manual QA Tester,https://wuzzuf.net/jobs/p/qa003-mock-egypt,Halan,"Cairo, Egypt",Cairo,2 days ago,Full Time,On-site,Entry Level,"Jira,Postman,Agile,SQL",IT-Software-Development,2026-04-15T23:25:57.487277+00:00
n2neawsbmiyx,Chief Accountant.,https://wuzzuf.net/jobs/p/n2neawsbmiyx-chief-accountant-arab-food-giza-egypt,Arab Food -,"Chief Accountant. Arab Food - Giza, Egypt 3 hours ago",Egypt 3 hours ago,"Arab Food - Giza, Egypt 3 hours ago",Full Time,On-site,Manager,"Full Time,On-site,Manager,Accounting/Finance,Manufacturing/Production,Accounting,Finance,analytical",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
owiyudtv5vlx,Sales Marketing Executive,https://wuzzuf.net/jobs/p/owiyudtv5vlx-sales-marketing-executive-rokital-for-aluminum-fabrication-alexandria-egypt,Rokital For aluminum fabrication -,"Rokital For aluminum fabrication - Siouf, Alexandria, Egypt 4 hours ago",Egypt 4 hours ago,4 hours ago,Full Time,On-site,Manager,"Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,Sales/Retail,Engineering - Other,B2B Marketing,B2B Sales,construction markeing,Industrial Sales,Lead Generation,competitor analysis,Coordination with sales and technical team",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
rbnywzxxccyg,Customer service (b1+ English speaker) Graduates,https://wuzzuf.net/jobs/p/rbnywzxxccyg-customer-service-b1-english-speaker-graduates-etisalat-egypt-cairo-egypt,Etisalat Egypt -,"Etisalat Egypt - Maadi, Cairo, Egypt 4 hours ago",Egypt 4 hours ago,4 hours ago,Full Time,On-site,Entry Level,"Full Time,On-site,Entry Level,Administration,Customer Service/Support,Sales/Retail,Customer Care,Customer Service,Customer Support,Customer Relations,Customer Retention,Customer Satisfaction,Customer Service Management",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
ysh6oxffoveg,Telesales Executive,https://wuzzuf.net/jobs/p/ysh6oxffoveg-telesales-executive-aria-systems-giza-egypt,Aria Systems -,"Telesales Executive Aria Systems - 6th of October, Giza, Egypt 5 hours ago",Egypt 5 hours ago,5 hours ago,Full Time,On-site,Entry Level,"Full Time,On-site,Entry Level,Business Development,Telesales,Sales",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
dvolwnaqmsf8,CEO Personal Assistant,https://wuzzuf.net/jobs/p/dvolwnaqmsf8-ceo-personal-assistant-giza-egypt,,"CEO Personal Assistant Confidential - Haram, Giza, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Administration,Operations/Management,administrative assistant,Business Administration,Management,Communication,Microsoft Office,Travel,personal assistant,Office management",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
8i8hu8ir1dsi,Senior Quality Control Engineer - Fine finishing - Construction,https://wuzzuf.net/jobs/p/8i8hu8ir1dsi-senior-quality-control-engineer-fine-finishing-construction-leeds-fit-out-giza-egypt,LEEDS FIT-OUT -,"LEEDS FIT-OUT - Sheikh Zayed, Giza, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,Quality,Communication skills,Quality Assurance,Quality Control,Engineering,Leadership,Communication,Architecture,Construction Field",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
ecd1b3minpm5,Customer Service,https://wuzzuf.net/jobs/p/ecd1b3minpm5-customer-service-ibn-sina-pharma-giza-egypt,Ibn Sina Pharma -,"Customer Service Ibn Sina Pharma - Haram, Giza, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Entry Level,"Full Time,On-site,Entry Level,Customer Service/Support,Operations/Management,Sales/Retail,Customer Care,Customer Service,Customer Support,Sales,Communication,Problem-solving,Empathy",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
8r4uol2csi8n,Senior Oracle Developer (E-Business Suite).,https://wuzzuf.net/jobs/p/8r4uol2csi8n-senior-oracle-developer-e-business-suite-akhnaton-trading-and-distribution-eva-group-limted-cairo-egypt,Akhnaton Trading and distribution - EVA Group Limted -,"Akhnaton Trading and distribution - EVA Group Limted - Cairo, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,IT/Software Development,Engineering - Telecom/Technology,PL/SQL,Oracle E-Business Suite,Oracle Reports,Oracle Forms,Oracle Workflow,SQL,Troubleshooting,Oracle",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
lt1t2jowyoay,German Teacher (Key Stages 2& 3),https://wuzzuf.net/jobs/p/lt1t2jowyoay-german-teacher-key-stages-2-3-brighton-school-cairo-egypt,Brighton School -,"Brighton School - Shorouk City, Cairo, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Education/Teaching,German Teaching,Teaching",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
epgqqfj8zf3t,French Teacher (Key Stages 1 & 2),https://wuzzuf.net/jobs/p/epgqqfj8zf3t-french-teacher-key-stages-1-2-brighton-school-cairo-egypt,Brighton School -,"Brighton School - Shorouk City, Cairo, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Education/Teaching,French Teaching,Teaching",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
xp2e0udyjanj,Drama and ESS Teacher (Key Stages 1 & 2),https://wuzzuf.net/jobs/p/xp2e0udyjanj-drama-and-ess-teacher-key-stages-1-2-brighton-school-cairo-egypt,Brighton School -,"Brighton School - Shorouk City, Cairo, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Education/Teaching,Teaching,English Teaching",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
x94pqt1bbbb2,Science Teacher (Key Stage 3 – Years 7–8),https://wuzzuf.net/jobs/p/x94pqt1bbbb2-science-teacher-key-stage-3-years-7-8-brighton-school-cairo-egypt,Brighton School -,"Brighton School - Shorouk City, Cairo, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Education/Teaching,Teaching,Data Science",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
3txbvhvakt4o,Global Teacher (Key Stage 2),https://wuzzuf.net/jobs/p/3txbvhvakt4o-global-teacher-key-stage-2-brighton-school-cairo-egypt,Brighton School -,"Brighton School - Shorouk City, Cairo, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Education/Teaching,English Teaching,global teacher",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
lxqojk2bhmap,ICT/STEAM Teacher,https://wuzzuf.net/jobs/p/lxqojk2bhmap-ictsteam-teacher-brighton-school-cairo-egypt,Brighton School -,"ICT/STEAM Teacher Brighton School - Shorouk City, Cairo, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,IT/Software Development,Engineering - Telecom/Technology,Education/Teaching,Information Technology (IT),Steam,Teaching",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
ft9atmbd7muq,English Teacher (Key Stage 2 – Years 4–5),https://wuzzuf.net/jobs/p/ft9atmbd7muq-english-teacher-key-stage-2-years-4-5-brighton-school-cairo-egypt,Brighton School -,"Brighton School - Shorouk City, Cairo, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Education/Teaching,English Teaching,Teaching",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
ntskumadfnxv,Science Teacher (Years 5–6),https://wuzzuf.net/jobs/p/ntskumadfnxv-science-teacher-years-5-6-brighton-school-cairo-egypt,Brighton School -,"Brighton School - Shorouk City, Cairo, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Education/Teaching,Teaching,Communication",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
9izyigpp1y9o,Accountant,https://wuzzuf.net/jobs/p/9izyigpp1y9o-accountant-cairo-egypt,,"Accountant Confidential - Downtown, Cairo, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Accounting/Finance,Administration,Banking,Accounting,Finance,Financial Management,Financial Analysis,Financial Reporting,Auditing,Taxation",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
7joiu2zwysov,Fresh Real Estate Sales Agent.,https://wuzzuf.net/jobs/p/7joiu2zwysov-fresh-real-estate-sales-agent-the-address-investments-for-real-estate-consultancy-cairo-egypt,The Address Investments for Real Estate Consultancy -,"The Address Investments for Real Estate Consultancy - Cairo, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Entry Level,"Full Time,On-site,Entry Level,Business Development,Sales/Retail,Sales,Sales Field,Outdoor Sales,Customer Service,Real Estate,Sales Target,Marketing,Market Research",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
kocvhddcalkd,Group Treasury (Working Capital) Manager,https://wuzzuf.net/jobs/p/kocvhddcalkd-group-treasury-working-capital-manager-egytrans-alexandria-egypt,Egytrans -,"Egytrans - Alexandria, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Group Treasury (Working Capital) Manager,"Full Time,On-site,Manager,Accounting/Finance,Finance,Financial Analysis,Accounting",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
atbvmu2b9mb9,Sales Teamleader,https://wuzzuf.net/jobs/p/atbvmu2b9mb9-sales-teamleader-comfort-egypt-giza-egypt,Comfort Egypt -,"Sales Teamleader Comfort Egypt - Haram, Giza, Egypt 9 hours ago",Egypt 9 hours ago,9 hours ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Manufacturing/Production,Sales/Retail,Fashion,Sales,Sales Target,Sales Management,Team Coaching,team managment,Fashion Retail,Fashion Sales",IT-Software-Development,2026-04-16T00:09:59.310107+00:00
mpo03wuat6ol,Sr.Sales Account Manager,https://wuzzuf.net/jobs/p/mpo03wuat6ol-srsales-account-manager-broadnet-cairo-egypt,Broadnet -,"Sr.Sales Account Manager Broadnet - New Cairo, Cairo, Egypt 10 hours ago",Egypt 10 hours ago,10 hours ago,Full Time,On-site,Sr.Sales Account Manager,"Full Time,On-site,Manager,Business Development,Customer Service/Support,Sales/Retail,Sales Strategy,Account Management,Client Relationship Management,Communication,Negotiation,Presentation Skills",IT-Software-Development,2026-04-16T00:10:13.363987+00:00
mtkqqmgpsx8n,Senior HR Generalist,https://wuzzuf.net/jobs/p/mtkqqmgpsx8n-senior-hr-generalist-al-farouk-for-educational-service-cairo-egypt,Al Farouk For Educational Service -,"Al Farouk For Educational Service - Nasr City, Cairo, Egypt 10 hours ago",Egypt 10 hours ago,10 hours ago,Full Time,On-site,Senior Management,"Full Time,On-site,Senior Management,Administration,Human Resources,Operations/Management,HR,Human Resources (HR),Microsoft Office,Personnel,Recruitment",IT-Software-Development,2026-04-16T00:10:13.363987+00:00
ovzjzk1kal2s,Senior HR Generalist,https://wuzzuf.net/jobs/p/ovzjzk1kal2s-senior-hr-generalist-east-cairo-egypt,EAST -,"Senior HR Generalist EAST - Maadi, Cairo, Egypt 10 hours ago",Egypt 10 hours ago,"EAST - Maadi, Cairo, Egypt 10 hours ago",Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Human Resources,HR,Personnel Management,Recruitment,Talent Acquisition,Employee Relations,Performance Management,Compensation & Benefits,HR Policies Development",IT-Software-Development,2026-04-16T00:10:13.363987+00:00
t51w88ifw9lx,Architecture Engineer,https://wuzzuf.net/jobs/p/t51w88ifw9lx-architecture-engineer-itac-cairo-egypt,ITAC -,"Architecture Engineer ITAC - Nasr City, Cairo, Egypt 10 hours ago",Egypt 10 hours ago,10 hours ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,Engineering,Architecture,AutoCAD,3D Max,3D,Photoshop,Architecture Engineering",IT-Software-Development,2026-04-16T00:10:13.363987+00:00
