job_id,skill_canonical,skill_category,role_category,extraction_source,confidence
bk008,API Design,tools_practices,Backend,fuzzy_match,0.9
bk009,Java,programming_languages,Other Tech,wuzzuf_tag,1.0
bk009,Spring Boot,frameworks_libraries,Other Tech,wuzzuf_tag,1.0
bk009,MySQL,databases,Other Tech,wuzzuf_tag,1.0
bk009,Docker,devops_cloud,Other Tech,wuzzuf_tag,1.0
bk009,REST API,frameworks_libraries,Other Tech,wuzzuf_tag,1.0
bk009,Git,tools_practices,Other Tech,wuzzuf_tag,1.0
bk009,Agile,tools_practices,Other Tech,wuzzuf_tag,1.0
bk009,Bootstrap,frameworks_libraries,Other Tech,fuzzy_match,0.9
bk009,API Design,tools_practices,Other Tech,fuzzy_match,0.9
bk010,Python,programming_languages,Backend,wuzzuf_tag,1.0
bk010,FastAPI,frameworks_libraries,Backend,wuzzuf_tag,1.0
bk010,MongoDB,databases,Backend,wuzzuf_tag,1.0
bk010,Redis,databases,Backend,wuzzuf_tag,1.0
bk010,Docker,devops_cloud,Backend,wuzzuf_tag,1.0
bk010,REST API,frameworks_libraries,Backend,wuzzuf_tag,1.0
bk010,Microservices,tools_practices,Backend,wuzzuf_tag,1.0
bk010,API Design,tools_practices,Backend,fuzzy_match,0.9
bk011,PHP,programming_languages,Backend,wuzzuf_tag,1.0
bk011,MySQL,databases,Backend,wuzzuf_tag,1.0
bk011,REST API,frameworks_libraries,Backend,wuzzuf_tag,1.0
bk011,Git,tools_practices,Backend,wuzzuf_tag,1.0
bk011,API Design,tools_practices,Backend,fuzzy_match,0.9
bk012,Node.js,frameworks_libraries,Other Tech,wuzzuf_tag,1.0
bk012,TypeScript,programming_languages,Other Tech,wuzzuf_tag,1.0
bk012,MongoDB,databases,Other Tech,wuzzuf_tag,1.0
bk012,Redis,databases,Other Tech,wuzzuf_tag,1.0
bk012,Docker,devops_cloud,Other Tech,wuzzuf_tag,1.0
bk012,Microservices,tools_practices,Other Tech,wuzzuf_tag,1.0
bk012,REST API,frameworks_libraries,Other Tech,wuzzuf_tag,1.0
bk012,AWS,devops_cloud,Other Tech,wuzzuf_tag,1.0
bk012,API Design,tools_practices,Other Tech,fuzzy_match,0.9
fe001,React,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe001,JavaScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe001,TypeScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe001,Git,tools_practices,Frontend,wuzzuf_tag,1.0
fe001,REST API,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe001,API Design,tools_practices,Frontend,fuzzy_match,0.9
fe001,Java,programming_languages,Frontend,fuzzy_match,0.9
fe002,React,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe002,JavaScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe002,TypeScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe002,Git,tools_practices,Frontend,wuzzuf_tag,1.0
fe002,REST API,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe002,API Design,tools_practices,Frontend,fuzzy_match,0.9
fe002,Java,programming_languages,Frontend,fuzzy_match,0.9
fe003,Angular,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe003,TypeScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe003,JavaScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe003,Git,tools_practices,Frontend,wuzzuf_tag,1.0
fe003,REST API,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe003,API Design,tools_practices,Frontend,fuzzy_match,0.9
fe003,Java,programming_languages,Frontend,fuzzy_match,0.9
fe004,React,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe004,JavaScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe004,Git,tools_practices,Frontend,wuzzuf_tag,1.0
fe004,Java,programming_languages,Frontend,fuzzy_match,0.9
fe005,Angular,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe005,TypeScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe005,JavaScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe005,REST API,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe005,Git,tools_practices,Frontend,wuzzuf_tag,1.0
fe005,Agile,tools_practices,Frontend,wuzzuf_tag,1.0
fe005,R,programming_languages,Frontend,fuzzy_match,0.9
fe005,API Design,tools_practices,Frontend,fuzzy_match,0.9
fe005,Java,programming_languages,Frontend,fuzzy_match,0.9
fe006,Vue.js,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe006,JavaScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe006,TypeScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe006,REST API,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe006,Git,tools_practices,Frontend,wuzzuf_tag,1.0
fe006,API Design,tools_practices,Frontend,fuzzy_match,0.9
fe006,Java,programming_languages,Frontend,fuzzy_match,0.9
fe007,React,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe007,Next.js,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe007,TypeScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe007,JavaScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe007,Git,tools_practices,Frontend,wuzzuf_tag,1.0
fe007,REST API,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe007,Data Engineering,data_ml_ai,Frontend,fuzzy_match,0.9
fe007,API Design,tools_practices,Frontend,fuzzy_match,0.9
fe007,Java,programming_languages,Frontend,fuzzy_match,0.9
fe008,React,frameworks_libraries,Mobile,wuzzuf_tag,1.0
fe008,React Native,frameworks_libraries,Mobile,wuzzuf_tag,1.0
fe008,JavaScript,programming_languages,Mobile,wuzzuf_tag,1.0
fe008,TypeScript,programming_languages,Mobile,wuzzuf_tag,1.0
fe008,REST API,frameworks_libraries,Mobile,wuzzuf_tag,1.0
fe008,Git,tools_practices,Mobile,wuzzuf_tag,1.0
fe008,WebSocket,frameworks_libraries,Mobile,fuzzy_match,0.9
fe008,API Design,tools_practices,Mobile,fuzzy_match,0.9
fe008,Java,programming_languages,Mobile,fuzzy_match,0.9
fe009,Angular,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe009,JavaScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe009,TypeScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe009,Git,tools_practices,Frontend,wuzzuf_tag,1.0
fe009,Java,programming_languages,Frontend,fuzzy_match,0.9
fe010,Next.js,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe010,React,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe010,TypeScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe010,JavaScript,programming_languages,Frontend,wuzzuf_tag,1.0
fe010,Tailwind CSS,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fe010,Git,tools_practices,Frontend,wuzzuf_tag,1.0
fe010,Java,programming_languages,Frontend,fuzzy_match,0.9
de001,Python,programming_languages,Data Engineering,wuzzuf_tag,1.0
de001,Apache Spark,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de001,Airflow,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de001,PostgreSQL,databases,Data Engineering,wuzzuf_tag,1.0
de001,AWS,devops_cloud,Data Engineering,wuzzuf_tag,1.0
de001,Docker,devops_cloud,Data Engineering,wuzzuf_tag,1.0
de001,Kafka,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de001,dbt,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de001,Apache,devops_cloud,Data Engineering,regex_match,0.95
de001,Data Engineering,data_ml_ai,Data Engineering,fuzzy_match,0.9
de002,Python,programming_languages,Data Engineering,wuzzuf_tag,1.0
de002,Apache Spark,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de002,Airflow,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de002,BigQuery,databases,Data Engineering,wuzzuf_tag,1.0
de002,GCP,devops_cloud,Data Engineering,wuzzuf_tag,1.0
de002,Docker,devops_cloud,Data Engineering,wuzzuf_tag,1.0
de002,SQL,programming_languages,Data Engineering,wuzzuf_tag,1.0
de002,Apache,devops_cloud,Data Engineering,regex_match,0.95
de002,Data Engineering,data_ml_ai,Data Engineering,fuzzy_match,0.9
de003,Python,programming_languages,Data Engineering,wuzzuf_tag,1.0
de003,dbt,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de003,Snowflake,databases,Data Engineering,wuzzuf_tag,1.0
de003,SQL,programming_languages,Data Engineering,wuzzuf_tag,1.0
de003,Airflow,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de003,Git,tools_practices,Data Engineering,wuzzuf_tag,1.0
de003,Data Engineering,data_ml_ai,Data Engineering,fuzzy_match,0.9
de004,Python,programming_languages,Data Engineering,wuzzuf_tag,1.0
de004,Kafka,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de004,Apache Spark,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de004,AWS,devops_cloud,Data Engineering,wuzzuf_tag,1.0
de004,Redshift,databases,Data Engineering,wuzzuf_tag,1.0
de004,Docker,devops_cloud,Data Engineering,wuzzuf_tag,1.0
de004,Airflow,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de004,Git,tools_practices,Data Engineering,wuzzuf_tag,1.0
de004,Apache,devops_cloud,Data Engineering,regex_match,0.95
de004,Data Engineering,data_ml_ai,Data Engineering,fuzzy_match,0.9
de005,Python,programming_languages,Data Engineering,wuzzuf_tag,1.0
de005,SQL,programming_languages,Data Engineering,wuzzuf_tag,1.0
de005,PostgreSQL,databases,Data Engineering,wuzzuf_tag,1.0
de005,Git,tools_practices,Data Engineering,wuzzuf_tag,1.0
de005,Airflow,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de005,Data Engineering,data_ml_ai,Data Engineering,fuzzy_match,0.9
de006,Python,programming_languages,Data Engineering,wuzzuf_tag,1.0
de006,Hadoop,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de006,Apache Spark,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de006,Kafka,frameworks_libraries,Data Engineering,wuzzuf_tag,1.0
de006,AWS,devops_cloud,Data Engineering,wuzzuf_tag,1.0
de006,Docker,devops_cloud,Data Engineering,wuzzuf_tag,1.0
de006,Apache,devops_cloud,Data Engineering,regex_match,0.95
de006,BigQuery,databases,Data Engineering,fuzzy_match,0.9
de006,Data Engineering,data_ml_ai,Data Engineering,fuzzy_match,0.9
ml001,Python,programming_languages,Data Science / ML,wuzzuf_tag,1.0
ml001,TensorFlow,frameworks_libraries,Data Science / ML,wuzzuf_tag,1.0
ml001,PyTorch,frameworks_libraries,Data Science / ML,wuzzuf_tag,1.0
ml001,scikit-learn,frameworks_libraries,Data Science / ML,wuzzuf_tag,1.0
ml001,Docker,devops_cloud,Data Science / ML,wuzzuf_tag,1.0
ml001,AWS,devops_cloud,Data Science / ML,wuzzuf_tag,1.0
ml001,MLOps,data_ml_ai,Data Science / ML,wuzzuf_tag,1.0
ml001,Pandas,frameworks_libraries,Data Science / ML,wuzzuf_tag,1.0
ml001,Machine Learning,data_ml_ai,Data Science / ML,regex_match,0.95
ml001,Deep Learning,data_ml_ai,Data Science / ML,fuzzy_match,0.9
ml001,Data Engineering,data_ml_ai,Data Science / ML,fuzzy_match,0.9
ml002,Python,programming_languages,Data Science / ML,wuzzuf_tag,1.0
ml002,scikit-learn,frameworks_libraries,Data Science / ML,wuzzuf_tag,1.0
ml002,Pandas,frameworks_libraries,Data Science / ML,wuzzuf_tag,1.0
ml002,NumPy,frameworks_libraries,Data Science / ML,wuzzuf_tag,1.0
ml002,SQL,programming_languages,Data Science / ML,wuzzuf_tag,1.0
ml002,Machine Learning,data_ml_ai,Data Science / ML,wuzzuf_tag,1.0
ml002,Tableau,data_ml_ai,Data Science / ML,wuzzuf_tag,1.0
ml002,Deep Learning,data_ml_ai,Data Science / ML,fuzzy_match,0.9
ml003,Python,programming_languages,Data Science / ML,wuzzuf_tag,1.0
ml003,PyTorch,frameworks_libraries,Data Science / ML,wuzzuf_tag,1.0
ml003,NLP,data_ml_ai,Data Science / ML,wuzzuf_tag,1.0
ml003,Hugging Face,data_ml_ai,Data Science / ML,wuzzuf_tag,1.0
ml003,Large Language Models,data_ml_ai,Data Science / ML,wuzzuf_tag,1.0
ml003,Docker,devops_cloud,Data Science / ML,wuzzuf_tag,1.0
ml003,Data Engineering,data_ml_ai,Data Science / ML,fuzzy_match,0.9
ml004,Python,programming_languages,Data Science / ML,wuzzuf_tag,1.0
ml004,TensorFlow,frameworks_libraries,Data Science / ML,wuzzuf_tag,1.0
ml004,Computer Vision,data_ml_ai,Data Science / ML,wuzzuf_tag,1.0
ml004,Docker,devops_cloud,Data Science / ML,wuzzuf_tag,1.0
ml004,NumPy,frameworks_libraries,Data Science / ML,wuzzuf_tag,1.0
ml004,Data Engineering,data_ml_ai,Data Science / ML,fuzzy_match,0.9
ml005,Python,programming_languages,Data Science / ML,wuzzuf_tag,1.0
ml005,scikit-learn,frameworks_libraries,Data Science / ML,wuzzuf_tag,1.0
ml005,Pandas,frameworks_libraries,Data Science / ML,wuzzuf_tag,1.0
ml005,SQL,programming_languages,Data Science / ML,wuzzuf_tag,1.0
ml005,Machine Learning,data_ml_ai,Data Science / ML,wuzzuf_tag,1.0
ml005,Git,tools_practices,Data Science / ML,wuzzuf_tag,1.0
ml005,Deep Learning,data_ml_ai,Data Science / ML,fuzzy_match,0.9
ml006,Python,programming_languages,Data Science / ML,wuzzuf_tag,1.0
ml006,SQL,programming_languages,Data Science / ML,wuzzuf_tag,1.0
ml006,Power BI,data_ml_ai,Data Science / ML,wuzzuf_tag,1.0
ml006,Tableau,data_ml_ai,Data Science / ML,wuzzuf_tag,1.0
ml006,Pandas,frameworks_libraries,Data Science / ML,wuzzuf_tag,1.0
ml006,Statistical Analysis,data_ml_ai,Data Science / ML,wuzzuf_tag,1.0
dv001,Docker,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv001,Kubernetes,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv001,AWS,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv001,Terraform,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv001,Jenkins,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv001,CI/CD,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv001,Linux,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv001,Git,tools_practices,DevOps / Cloud,wuzzuf_tag,1.0
dv001,Azure DevOps,devops_cloud,DevOps / Cloud,fuzzy_match,0.9
dv001,Data Engineering,data_ml_ai,DevOps / Cloud,fuzzy_match,0.9
dv002,Docker,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv002,Kubernetes,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv002,GCP,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv002,Terraform,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv002,GitHub Actions,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv002,CI/CD,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv002,Linux,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv002,GitHub,tools_practices,DevOps / Cloud,regex_match,0.95
dv002,Azure DevOps,devops_cloud,DevOps / Cloud,fuzzy_match,0.9
dv002,Data Engineering,data_ml_ai,DevOps / Cloud,fuzzy_match,0.9
dv002,Git,tools_practices,DevOps / Cloud,fuzzy_match,0.9
dv003,AWS,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv003,Azure,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv003,Docker,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv003,Kubernetes,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv003,Terraform,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv003,Ansible,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv003,CI/CD,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv003,Linux,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv003,Data Engineering,data_ml_ai,DevOps / Cloud,fuzzy_match,0.9
dv004,Kubernetes,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv004,Docker,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv004,AWS,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv004,Prometheus,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv004,Grafana,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv004,CI/CD,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv004,Linux,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv004,Python,programming_languages,DevOps / Cloud,wuzzuf_tag,1.0
dv004,Azure DevOps,devops_cloud,DevOps / Cloud,fuzzy_match,0.9
dv004,Data Engineering,data_ml_ai,DevOps / Cloud,fuzzy_match,0.9
dv005,Docker,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv005,Linux,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv005,Git,tools_practices,DevOps / Cloud,wuzzuf_tag,1.0
dv005,CI/CD,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv005,Jenkins,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv005,AWS,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv005,Azure DevOps,devops_cloud,DevOps / Cloud,fuzzy_match,0.9
dv005,Data Engineering,data_ml_ai,DevOps / Cloud,fuzzy_match,0.9
dv006,Kubernetes,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv006,Docker,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv006,Terraform,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv006,AWS,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv006,Helm,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv006,ArgoCD,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv006,CI/CD,devops_cloud,DevOps / Cloud,wuzzuf_tag,1.0
dv006,Python,programming_languages,DevOps / Cloud,wuzzuf_tag,1.0
dv006,Cross-Platform Development,mobile,DevOps / Cloud,fuzzy_match,0.9
dv006,Data Engineering,data_ml_ai,DevOps / Cloud,fuzzy_match,0.9
fs001,React,frameworks_libraries,Full Stack,wuzzuf_tag,1.0
fs001,Node.js,frameworks_libraries,Full Stack,wuzzuf_tag,1.0
fs001,JavaScript,programming_languages,Full Stack,wuzzuf_tag,1.0
fs001,TypeScript,programming_languages,Full Stack,wuzzuf_tag,1.0
fs001,PostgreSQL,databases,Full Stack,wuzzuf_tag,1.0
fs001,Docker,devops_cloud,Full Stack,wuzzuf_tag,1.0
fs001,REST API,frameworks_libraries,Full Stack,wuzzuf_tag,1.0
fs001,Git,tools_practices,Full Stack,wuzzuf_tag,1.0
fs001,ELK Stack,devops_cloud,Full Stack,fuzzy_match,0.9
fs001,API Design,tools_practices,Full Stack,fuzzy_match,0.9
fs001,Java,programming_languages,Full Stack,fuzzy_match,0.9
fs002,React,frameworks_libraries,Full Stack,wuzzuf_tag,1.0
fs002,Node.js,frameworks_libraries,Full Stack,wuzzuf_tag,1.0
fs002,Python,programming_languages,Full Stack,wuzzuf_tag,1.0
fs002,PostgreSQL,databases,Full Stack,wuzzuf_tag,1.0
fs002,Docker,devops_cloud,Full Stack,wuzzuf_tag,1.0
fs002,AWS,devops_cloud,Full Stack,wuzzuf_tag,1.0
fs002,REST API,frameworks_libraries,Full Stack,wuzzuf_tag,1.0
fs002,Microservices,tools_practices,Full Stack,wuzzuf_tag,1.0
fs002,ELK Stack,devops_cloud,Full Stack,fuzzy_match,0.9
fs002,Data Engineering,data_ml_ai,Full Stack,fuzzy_match,0.9
fs002,API Design,tools_practices,Full Stack,fuzzy_match,0.9
fs003,Python,programming_languages,Frontend,wuzzuf_tag,1.0
fs003,Django,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fs003,React,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fs003,JavaScript,programming_languages,Frontend,wuzzuf_tag,1.0
fs003,PostgreSQL,databases,Frontend,wuzzuf_tag,1.0
fs003,REST API,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fs003,Docker,devops_cloud,Frontend,wuzzuf_tag,1.0
fs003,Git,tools_practices,Frontend,wuzzuf_tag,1.0
fs003,ELK Stack,devops_cloud,Frontend,fuzzy_match,0.9
fs003,API Design,tools_practices,Frontend,fuzzy_match,0.9
fs003,Java,programming_languages,Frontend,fuzzy_match,0.9
fs004,JavaScript,programming_languages,Full Stack,wuzzuf_tag,1.0
fs004,React,frameworks_libraries,Full Stack,wuzzuf_tag,1.0
fs004,Node.js,frameworks_libraries,Full Stack,wuzzuf_tag,1.0
fs004,MongoDB,databases,Full Stack,wuzzuf_tag,1.0
fs004,REST API,frameworks_libraries,Full Stack,wuzzuf_tag,1.0
fs004,Git,tools_practices,Full Stack,wuzzuf_tag,1.0
fs004,ELK Stack,devops_cloud,Full Stack,fuzzy_match,0.9
fs004,API Design,tools_practices,Full Stack,fuzzy_match,0.9
fs004,Java,programming_languages,Full Stack,fuzzy_match,0.9
fs005,PHP,programming_languages,Frontend,wuzzuf_tag,1.0
fs005,Laravel,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fs005,Vue.js,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fs005,MySQL,databases,Frontend,wuzzuf_tag,1.0
fs005,REST API,frameworks_libraries,Frontend,wuzzuf_tag,1.0
fs005,Docker,devops_cloud,Frontend,wuzzuf_tag,1.0
fs005,Git,tools_practices,Frontend,wuzzuf_tag,1.0
fs005,ELK Stack,devops_cloud,Frontend,fuzzy_match,0.9
fs005,API Design,tools_practices,Frontend,fuzzy_match,0.9
mb001,Flutter,frameworks_libraries,Mobile,wuzzuf_tag,1.0
mb001,Dart,programming_languages,Mobile,wuzzuf_tag,1.0
mb001,Firebase,databases,Mobile,wuzzuf_tag,1.0
mb001,REST API,frameworks_libraries,Mobile,wuzzuf_tag,1.0
mb001,Git,tools_practices,Mobile,wuzzuf_tag,1.0
mb001,CI/CD,devops_cloud,Mobile,wuzzuf_tag,1.0
mb001,R,programming_languages,Mobile,fuzzy_match,0.9
mb001,API Design,tools_practices,Mobile,fuzzy_match,0.9
mb002,Flutter,frameworks_libraries,Mobile,wuzzuf_tag,1.0
mb002,Dart,programming_languages,Mobile,wuzzuf_tag,1.0
mb002,Firebase,databases,Mobile,wuzzuf_tag,1.0
mb002,REST API,frameworks_libraries,Mobile,wuzzuf_tag,1.0
mb002,Git,tools_practices,Mobile,wuzzuf_tag,1.0
mb002,Mobile UI Design,mobile,Mobile,fuzzy_match,0.9
mb002,API Design,tools_practices,Mobile,fuzzy_match,0.9
mb003,React Native,frameworks_libraries,Mobile,wuzzuf_tag,1.0
mb003,JavaScript,programming_languages,Mobile,wuzzuf_tag,1.0
mb003,TypeScript,programming_languages,Mobile,wuzzuf_tag,1.0
mb003,Firebase,databases,Mobile,wuzzuf_tag,1.0
mb003,REST API,frameworks_libraries,Mobile,wuzzuf_tag,1.0
mb003,Git,tools_practices,Mobile,wuzzuf_tag,1.0
